NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,MaterialComposition,Tcurie (degree C),T (degree C),epsilon,Frequency (Hz),Family,PaperID
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,27.8257578,5993.888871,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,32.67389853,6883.939672,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,36.85640636,8022.865994,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,40.65120016,9128.846741,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,43.95663369,10364.29551,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,46.84776221,11453.84709,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,50.64598711,12660.01512,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,52.90021815,13794.07635,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,55.62382333,14811.67896,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,58.12406406,16195.47071,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,60.73598701,17475.43742,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,62.41122035,18467.21519,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,64.80862173,19599.15117,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,67.25318511,20843.47638,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,68.96804763,22324.81438,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,70.84142685,23788.25353,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,72.55104915,25031.24293,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,75.2174043,26557.33382,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,77.73441313,28280.01895,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,80.33971381,29753.7886,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
5,0.645165267,0.608685668,0.600517889,0.600039761,0.600001019,27.13066667,74,24.98049422,82,8,8,78.804,44,10.7136,87,43,87,64.24928955,191.2006,63.44663463,207.2,15.9994,15.9994,574.002,2695.2,623.0424,2750,54.8,54.8,13.2,14,3.68,16,2,16,3.254666667,4,1.533443556,6,2,2,100.1986667,98,41.0384,164,66,66,2.831986667,2.13,0.729616,3.44,1.31,3.44,1.890666667,1,0.194759111,2,1,2,2.8,4,1.44,4,0,4,2.509333333,10,3.322225778,10,0,0,2.8,14,4.48,14,0,0,10,26,7.2,28,2,6,0.109333333,1,0.194759111,1,0,0,2,4,0.8,4,0,2,0.944,8,1.613610667,8,0,0,0,0,0,0,0,0,3.053333333,8,1.597831111,8,0,2,14.92484,19.005,6.983808,28.11,9.105,9.105,0,0,0,0,0,0,8.11E-07,2.25E-05,1.56E-06,2.25E-05,0,0,94.82666667,217,99.392,229,12,12,0.189066667,0.28,0.250933333,0.28,1,0.67832868,0.221574778,"Pb,3,Mg,0.82,Nb,1.64,Ti,0.54,O,9",85,84.39980016,30653.84099,1000,PMN-PT,1997_kelly_effectOf_PMN-PT_family
